gene_name	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_14695	42	29	117	66
KOXM_14700	249	474	454	200
KOXM_14705	1158	1117	2005	477
KOXM_14710	1532	1489	2054	700
KOXM_14715	0	0	12	19
KOXM_14720	116	62	225	76
KOXM_14725	27	83	134	190
KOXM_14730	122	217	123	130
KOXM_14735	160	369	418	132
KOXM_14740	288	553	354	198
KOXM_14745	52	65	196	30
KOXM_14750	0	0	0	0
KOXM_14755	0	11	0	0
KOXM_14760	7	41	44	0
KOXM_14765	337	260	180	171
KOXM_14770	361	559	638	250
KOXM_14775	19	53	15	0
KOXM_14780	18	13	42	36
KOXM_14785	107	124	163	101
KOXM_14790	112	154	62	29
KOXM_14795	132	218	548	77
KOXM_14800	44	351	75	269
KOXM_14805	134	372	175	189
KOXM_14810	126	193	241	120
KOXM_14815	68	143	191	123
KOXM_14820	486	607	867	217
KOXM_14825	514	929	1066	417
KOXM_14830	1225	1868	2136	1199
KOXM_14835	1250	1088	2669	663
KOXM_14840	171	257	450	200
KOXM_14845	201	180	239	208
KOXM_14850	89	40	82	29
KOXM_14855	27	152	153	46
KOXM_14860	191	235	140	89
KOXM_14865	18	44	40	0
KOXM_14870	17	0	7	0
KOXM_14875	52	227	127	126
KOXM_14880	84	92	284	44
KOXM_14885	47	65	62	93
KOXM_14890	190	323	165	172
KOXM_14895	49	64	161	75
KOXM_14900	0	0	0	0
KOXM_14905	0	0	0	0
KOXM_14910	0	10	0	0
KOXM_14915	0	0	0	0
KOXM_14920	0	0	0	0
KOXM_14925	0	0	15	0
KOXM_14930	0	0	0	0
KOXM_14935	0	0	13	0
KOXM_14940	0	0	0	0
KOXM_14945	0	0	0	0
KOXM_14950	0	0	0	0
KOXM_14955	0	0	20	0
KOXM_14960	0	0	0	10
KOXM_14965	16	0	0	0
KOXM_14970	0	1	14	0
KOXM_14975	0	4	1	0
KOXM_14980	0	9	0	0
KOXM_14985	0	0	15	19
KOXM_14990	17	11	0	0
KOXM_14995	127	89	207	127
KOXM_15000	197	389	560	133
KOXM_15005	99	131	119	64
KOXM_15010	12	58	64	14
KOXM_15015	128	121	186	81
KOXM_15020	496	1166	1243	628
KOXM_15025	14	291	70	113
KOXM_15030	0	5	0	0
KOXM_15035	36	387	58	135
KOXM_15040	220	684	282	170
KOXM_15045	568	1436	708	913
KOXM_15050	264	689	811	479
KOXM_15055	0	0	28	0
KOXM_15060	0	10	18	0
KOXM_15065	0	24	13	5
KOXM_15070	62	25	132	14
KOXM_15075	6	13	23	6
KOXM_15080	883	1099	1012	673
KOXM_15085	24	27	15	8
KOXM_15090	6618	8907	6764	3274
KOXM_15095	952	1309	944	402
KOXM_15100	2091	2796	957	1844
KOXM_15105	0	55	114	59
KOXM_15110	434	929	679	282
KOXM_15125	44	63	159	20
KOXM_15130	100	29	84	41
KOXM_15135	29	47	89	8
KOXM_15140	0	16	12	0
KOXM_15145	0	6	0	0
KOXM_15150	0	20	37	0
KOXM_15155	27	32	145	52
KOXM_15160	473	799	698	466
KOXM_15165	31	76	106	23
KOXM_15178	127	156	335	56
KOXM_15183	173	348	426	268
KOXM_15188	0	66	0	0
KOXM_15193	61	244	100	181
KOXM_15198	10	33	36	34
KOXM_15203	83	59	68	22
KOXM_15208	130	126	99	42
KOXM_15223	71	99	70	93
KOXM_15228	4	28	0	0
KOXM_15233	43	46	62	24
KOXM_15238	345	725	434	432
KOXM_15243	0	35	17	82
KOXM_15248	0	0	0	0
KOXM_15253	22	49	127	13
KOXM_15258	12	59	90	39
KOXM_15263	0	11	3	0
KOXM_15278	176	179	486	98
KOXM_15283	241	325	510	62
KOXM_15288	128	222	451	64
KOXM_15293	85	164	268	29
KOXM_15298	0	16	55	0
KOXM_15303	0	11	0	0
KOXM_15308	26	114	84	61
KOXM_15323	192	94	360	28
KOXM_15328	25	71	44	15
KOXM_15333	59	120	188	47
KOXM_15338	57	11	34	19
KOXM_15343	115	147	140	32
KOXM_15348	30	8	10	4
KOXM_15353	233	178	113	83
KOXM_15358	0	113	16	48
KOXM_15363	152	120	199	76
KOXM_15368	73	224	187	53
KOXM_15373	345	396	181	509
KOXM_15388	149	110	123	99
KOXM_15393	68	114	195	72
KOXM_15398	126	357	486	181
KOXM_15403	64	271	81	52
KOXM_15408	148	513	414	155
KOXM_15413	330	525	1042	390
KOXM_15418	74	108	143	55
KOXM_15423	0	8	23	0
KOXM_15428	146	52	187	67
KOXM_15433	31	57	40	27
KOXM_15438	87	135	121	85
KOXM_15443	259	252	1678	160
KOXM_15448	39	29	61	36
KOXM_15453	0	13	60	4
KOXM_15458	0	10	4	51
KOXM_15463	71	135	75	9
KOXM_15468	44	0	0	0
KOXM_15473	0	0	0	0
KOXM_15478	37	14	24	0
KOXM_15483	0	0	0	0
KOXM_15488	0	0	0	0
KOXM_15493	0	15	0	0
KOXM_15498	0	27	3	20
KOXM_15503	450	682	624	502
KOXM_15508	554	755	932	564
KOXM_15513	27	89	72	44
KOXM_15518	0	15	25	0
KOXM_15523	23	0	7	0
KOXM_15528	206	384	408	195
KOXM_15533	0	24	75	37
KOXM_15538	68	234	69	72
KOXM_15543	63	42	150	44
KOXM_15548	59	66	114	11
KOXM_15553	128	127	172	70
KOXM_15558	39	125	44	21
KOXM_15563	0	27	35	24
KOXM_15568	369	775	547	319
KOXM_15573	164	249	75	170
KOXM_15578	240	295	552	235
KOXM_15583	183	292	343	434
KOXM_15588	166	383	938	208
KOXM_15603	0	12	40	20
KOXM_15622	6166	2021	5189	1106
KOXM_15627	903	290	1086	171
KOXM_15632	250	389	355	115
KOXM_15637	11	37	3	28
KOXM_15652	8	49	15	0
KOXM_15667	1245	513	763	153
KOXM_15672	570	218	1190	118
KOXM_15677	164	123	532	55
KOXM_15682	35	71	253	39
KOXM_15687	9	8	30	0
KOXM_15692	5	0	8	0
KOXM_15697	27	17	49	0
KOXM_15702	0	22	84	0
KOXM_15707	1	33	18	10
KOXM_15712	209	356	450	186
KOXM_15727	0	33	13	41
KOXM_15732	0	25	0	5
KOXM_15737	0	15	0	0
KOXM_15742	0	35	0	9
KOXM_15757	41	157	26	0
KOXM_15762	0	125	0	0
KOXM_15767	65	151	0	0
KOXM_15772	83	186	0	0
KOXM_15777	24	65	65	24
KOXM_15782	0	0	5	14
KOXM_15787	0	45	39	0
KOXM_15792	136	234	311	138
KOXM_15797	130	354	350	149
KOXM_15802	246	214	489	70
KOXM_15807	7	58	38	9
KOXM_15812	45	91	20	26
KOXM_15817	49	195	158	30
KOXM_15822	0	0	0	0
KOXM_15827	0	3	0	0
KOXM_15832	0	0	0	1
KOXM_15837	21	29	0	31
KOXM_15842	7	60	30	15
KOXM_15847	37	43	6	53
KOXM_15852	0	7	0	14
KOXM_15857	13	71	15	0
KOXM_15862	34	78	9	42
KOXM_15867	8	27	0	9
KOXM_15872	46	146	7	32
KOXM_15877	31	162	51	58
KOXM_15882	50	183	194	86
KOXM_15887	133	331	300	208
KOXM_15892	721	1622	1213	743
KOXM_15897	0	12	15	8
KOXM_15902	34	59	110	25
KOXM_15907	226	401	214	140
KOXM_15912	103	154	291	23
KOXM_15917	352	1313	1447	1088
KOXM_15922	51	97	94	120
KOXM_15927	89	204	455	154
KOXM_15932	16	78	152	25
KOXM_15937	177	400	386	229
KOXM_15952	320	420	1475	477
KOXM_15957	0	25	55	20
KOXM_15962	13	114	178	123
KOXM_15967	77	162	71	88
KOXM_15972	86	0	54	12
KOXM_15977	13	11	62	0
KOXM_15982	0	17	34	0
KOXM_15987	351	488	694	396
KOXM_15992	39	11	45	0
KOXM_15997	518	1314	1134	799
KOXM_16002	125	253	367	211
KOXM_16007	17	49	0	42
KOXM_16012	191	427	415	179
KOXM_16017	584	1188	1797	725
KOXM_16022	251	328	181	82
KOXM_16027	103	175	180	166
KOXM_16032	11	50	63	32
KOXM_16043	0	0	0	0
KOXM_16048	0	0	0	0
KOXM_16053	0	0	0	0
KOXM_16058	0	0	0	0
KOXM_16063	0	0	0	0
KOXM_16068	0	0	0	0
KOXM_16073	0	0	0	0
KOXM_16078	0	0	0	0
KOXM_16083	0	0	0	0
KOXM_16088	0	0	0	0
KOXM_16093	0	0	0	0
KOXM_16098	0	0	0	0
KOXM_16103	0	0	0	0
KOXM_16108	0	0	0	0
KOXM_16113	0	0	0	0
KOXM_16118	0	0	0	0
KOXM_16123	0	0	0	0
KOXM_16128	0	0	0	0
KOXM_16133	0	0	0	0
KOXM_16138	0	0	0	0
KOXM_16143	0	0	14	0
KOXM_16148	51	93	187	36
KOXM_16153	29	63	87	24
KOXM_16158	33	15	68	45
KOXM_16173	105	123	402	118
KOXM_16178	37	45	82	42
KOXM_16183	12	0	24	0
KOXM_16188	8	0	13	0
KOXM_16193	92	83	285	54
KOXM_16198	6	76	105	14
KOXM_16203	103	88	148	0
KOXM_16208	118	138	205	64
KOXM_16213	21	27	106	60
KOXM_16218	126	35	49	0
KOXM_16223	15	0	42	2
KOXM_16228	0	0	40	0
KOXM_16233	43	65	157	28
KOXM_16238	64	57	102	21
KOXM_16243	43	16	15	0
KOXM_16248	0	10	14	0
KOXM_16253	0	47	41	0
KOXM_16258	50	34	90	15
KOXM_16263	19	14	42	17
KOXM_16268	0	19	16	0
KOXM_16273	0	10	20	0
KOXM_16278	0	27	25	8
KOXM_16283	18	11	16	12
KOXM_16288	0	0	0	0
KOXM_16293	0	34	64	30
KOXM_16298	37	21	72	60
KOXM_16303	7	41	184	15
KOXM_16308	19	28	11	0
KOXM_16313	2	22	44	23
KOXM_16318	0	0	0	0
KOXM_16323	0	0	0	0
KOXM_16328	0	9	10	0
KOXM_16333	0	0	0	4
KOXM_16338	0	0	0	21
KOXM_16343	0	4	0	0
KOXM_16348	32	0	0	7
KOXM_16353	25	10	26	2
KOXM_16358	0	15	0	0
KOXM_16363	36	49	22	58
KOXM_16368	0	0	19	7
KOXM_16373	106	90	303	52
KOXM_16378	180	150	494	125
KOXM_16383	77	149	270	99
KOXM_16388	325	441	497	185
KOXM_16393	0	0	18	15
KOXM_16398	5	10	0	0
KOXM_16403	0	79	0	20
KOXM_16408	5	50	145	36
KOXM_16413	391	570	1173	274
KOXM_16418	41	150	218	80
KOXM_16423	91	190	166	93
KOXM_16428	149	166	584	140
KOXM_16433	103	110	341	104
KOXM_16438	86	77	216	46
KOXM_16443	78	754	793	743
KOXM_16448	209	263	261	170
KOXM_16453	39	44	474	115
KOXM_16458	580	914	1745	350
KOXM_16463	1132	1241	693	335
KOXM_16468	1705	1554	1610	488
KOXM_16473	3776	3168	4400	1341
KOXM_16478	0	0	1	0
KOXM_16483	18	57	17	32
KOXM_16488	0	55	14	30
KOXM_16493	32	74	51	0
KOXM_16498	20	48	82	20
KOXM_16503	0	4	0	0
KOXM_16508	1313	1320	517	596
KOXM_16513	1751	1653	537	800
KOXM_16518	220	75	176	70
KOXM_16533	232	644	584	409
KOXM_16538	308	381	760	293
KOXM_16553	135	188	572	87
KOXM_16558	0	0	0	0
KOXM_16563	789	3703	3842	3250
KOXM_16568	31	16	13	3
KOXM_16573	0	0	60	8
KOXM_16578	24	9	157	44
KOXM_16583	19	41	339	65
KOXM_16588	0	0	0	0
KOXM_16593	19	55	501	77
KOXM_16598	33	78	54	48
KOXM_16603	61	127	389	154
KOXM_16608	14	0	50	0
KOXM_16613	0	0	110	8
KOXM_16618	23	11	65	10
KOXM_16623	14	28	96	26
KOXM_16628	39	98	221	50
KOXM_16633	170	731	340	240
KOXM_16638	10	10	16	0
KOXM_16653	8	0	0	0
KOXM_16658	9	0	11	0
KOXM_16663	49	5	114	21
KOXM_16668	0	0	0	0
KOXM_16673	29	18	39	0
KOXM_16678	0	2	8	8
KOXM_16683	9	17	0	0
KOXM_16688	0	0	27	0
KOXM_16693	0	0	7	0
KOXM_16698	9	0	0	0
KOXM_16703	0	10	17	19
KOXM_16708	1	0	0	0
KOXM_16713	16	1	0	15
KOXM_16718	10	7	29	0
KOXM_16723	0	51	30	0
KOXM_16728	0	0	12	0
KOXM_16733	16	0	0	0
KOXM_16738	0	7	34	1
KOXM_16743	12	38	38	0
KOXM_16748	12	52	43	64
KOXM_16753	2	0	10	7
KOXM_16758	0	13	21	0
KOXM_16763	0	0	12	4
KOXM_16768	0	3	4	0
KOXM_16773	42	52	108	41
KOXM_16778	10	31	37	25
KOXM_16783	14	103	60	36
KOXM_16788	63	99	93	48
KOXM_16793	0	0	17	0
KOXM_16798	6	0	0	15
KOXM_16803	65	94	331	43
KOXM_16808	74	60	368	37
KOXM_16813	86	212	590	86
KOXM_16818	53	42	67	6
KOXM_16823	0	32	80	15
KOXM_16828	13	11	65	0
KOXM_16833	0	10	0	0
KOXM_16838	0	13	0	0
KOXM_16843	83	184	206	47
KOXM_16848	99	264	372	41
KOXM_16853	12	122	211	136
KOXM_16858	0	10	0	8
KOXM_16863	16	42	16	0
KOXM_16868	67	125	162	73
KOXM_16873	7	157	65	29
KOXM_16878	17	106	82	62
KOXM_16883	44	37	105	28
KOXM_16898	0	0	0	0
KOXM_16903	8	30	0	0
KOXM_16908	0	13	9	0
KOXM_16913	595	1009	1364	805
KOXM_16918	17	15	140	0
KOXM_16923	8	12	1567	15
KOXM_16928	0	0	0	0
KOXM_16933	0	19	61	12
KOXM_16938	0	37	214	0
KOXM_16943	6	0	194	6
KOXM_16948	0	6	174	0
KOXM_16963	0	9	600	0
KOXM_16968	2	0	297	0
KOXM_16973	15	0	268	0
KOXM_16978	0	0	466	21
KOXM_16983	191	155	849	74
KOXM_16998	77	33	107	30
KOXM_17003	24	0	18	35
KOXM_17008	0	3	43	14
KOXM_17013	0	0	15	0
KOXM_17018	0	9	7	0
KOXM_17023	8	40	51	8
KOXM_17028	36	100	37	0
KOXM_17033	43	98	101	47
KOXM_17038	0	5	7	0
KOXM_17043	20	12	0	0
KOXM_17048	0	13	36	0
KOXM_17053	26	36	44	11
KOXM_17078	60	59	70	51
KOXM_17083	23	105	61	36
KOXM_17088	8	96	16	18
KOXM_17093	11	57	10	0
KOXM_17098	97	189	200	122
KOXM_17103	0	0	0	0
KOXM_17108	53	31	75	55
KOXM_17113	44	55	71	21
KOXM_17118	12	38	15	22
KOXM_17123	0	0	22	0
KOXM_17138	25	100	50	24
KOXM_17143	45	107	543	317
KOXM_17148	63	139	505	270
KOXM_17153	30	0	31	9
KOXM_17158	98	226	143	99
KOXM_17163	9	6	25	10
KOXM_17168	21	10	14	0
KOXM_17173	15	23	0	0
KOXM_17188	60	190	169	83
KOXM_17193	20	89	22	37
KOXM_17198	71	339	158	85
KOXM_17203	56	310	125	312
KOXM_17208	145	303	244	223
KOXM_17213	1	1	17	0
KOXM_17218	36	23	223	13
KOXM_17233	38	196	210	64
KOXM_17238	35	140	317	68
KOXM_17243	42	447	159	308
KOXM_17258	15	0	38	35
KOXM_17263	65	76	81	73
KOXM_17268	308	535	376	334
KOXM_17273	91	70	82	0
KOXM_17278	77	130	97	109
KOXM_17283	182	551	478	360
KOXM_17288	0	0	23	0
KOXM_17293	29	43	140	31
KOXM_17298	277	275	569	103
KOXM_17303	23	72	39	0
KOXM_17308	82	264	435	188
KOXM_17313	136	222	292	118
KOXM_17318	121	111	311	28
KOXM_17323	365	839	944	396
KOXM_17328	42	159	222	80
KOXM_17333	144	293	201	149
KOXM_17338	441	462	571	221
KOXM_17343	160	216	220	129
KOXM_17348	25	96	97	76
KOXM_17353	0	0	13	8
KOXM_17358	48	79	124	84
KOXM_17363	129	154	223	135
KOXM_17368	0	17	18	8
KOXM_17373	74	281	170	137
KOXM_17378	435	1045	647	696
KOXM_17383	144	137	91	68
KOXM_17388	54	37	136	45
KOXM_17393	103	248	313	80
KOXM_17398	299	284	186	133
KOXM_17403	165	233	129	127
KOXM_17408	113	154	232	44
KOXM_17413	466	677	821	516
KOXM_17418	305	281	319	391
KOXM_17423	137	181	326	105
KOXM_17428	651	440	1369	167
KOXM_17433	702	863	778	276
KOXM_17438	31	45	168	7
KOXM_17443	935	874	12299	1441
KOXM_17448	491	653	5380	791
KOXM_17453	158	297	2524	244
KOXM_17458	113	231	1210	173
KOXM_17463	279	435	3401	706
KOXM_17468	68	69	90	57
KOXM_17473	0	13	73	11
KOXM_17478	12	11	5	0
KOXM_17493	38	82	122	101
KOXM_17498	17	39	4	0
KOXM_17503	27	121	26	21
KOXM_17508	15	59	58	34
KOXM_17513	150	275	271	215
KOXM_17518	96	60	168	56
KOXM_17523	0	12	16	0
KOXM_17528	0	0	0	0
KOXM_17533	0	0	7	0
KOXM_17538	5	0	0	0
KOXM_17543	0	13	13	0
KOXM_17548	3248	2585	5390	2392
KOXM_17553	2764	1724	6350	1653
KOXM_17558	146	237	258	119
KOXM_17563	129	239	145	110
KOXM_17568	134	371	290	201
KOXM_17573	159	140	386	131
KOXM_17578	66	115	179	43
KOXM_17583	219	226	407	94
KOXM_17588	240	210	266	133
KOXM_17593	197	232	315	135
KOXM_17598	111	179	152	92
KOXM_17603	418	532	664	568
KOXM_17608	108	48	162	53
KOXM_17613	266	423	611	119
KOXM_17618	981	1454	2064	843
KOXM_17623	380	410	359	254
KOXM_17628	154	189	198	81
KOXM_17633	121	149	144	62
KOXM_17638	1	4	7	0
KOXM_17643	722	975	1365	509
KOXM_17648	414	522	871	291
KOXM_17653	146	487	548	339
KOXM_17658	14	2	50	0
KOXM_17663	0	0	0	0
KOXM_17668	0	0	0	0
KOXM_17673	14	42	56	15
KOXM_17678	0	0	0	0
KOXM_17683	0	0	18	0
KOXM_17688	0	45	40	0
KOXM_17693	24	35	88	0
KOXM_17698	10	32	38	20
KOXM_17703	154	318	326	159
KOXM_17718	57	43	60	13
KOXM_17723	22	11	0	0
KOXM_17734	86	34	70	41
KOXM_17739	0	34	46	9
KOXM_17759	36	45	92	0
KOXM_17764	163	208	152	145
KOXM_17769	0	7	0	0
KOXM_17774	88	364	92	264
KOXM_17779	8	101	91	63
KOXM_17784	13	0	0	0
KOXM_17789	24	55	15	10
KOXM_17794	37	51	31	20
KOXM_17809	14	0	26	0
KOXM_17814	25	34	198	24
KOXM_17819	426	336	652	476
KOXM_17834	17	8	49	0
KOXM_17839	2	9	8	0
KOXM_17844	0	32	0	14
KOXM_17849	18	6	65	43
KOXM_17854	6	51	78	31
KOXM_17859	25	66	39	14
KOXM_17874	15	35	21	5
KOXM_17879	0	0	0	0
KOXM_17884	0	15	0	0
KOXM_17889	0	0	0	0
KOXM_17894	0	0	0	0
KOXM_17899	0	19	0	0
KOXM_17904	139	364	511	205
KOXM_17919	248	305	1328	377
KOXM_17924	10	0	6	20
KOXM_17929	0	6	13	0
KOXM_17934	430	272	291	58
KOXM_17939	150	100	178	72
KOXM_17944	274	286	1113	308
KOXM_17949	220	125	266	161
KOXM_17954	9	8	13	16
KOXM_17959	0	0	0	0
KOXM_17964	0	0	0	0
KOXM_17969	0	0	0	0
KOXM_17974	4	0	26	13
KOXM_17979	447	247	607	163
KOXM_17984	34	84	125	51
KOXM_17989	462	693	921	408
KOXM_18004	14	169	145	82
KOXM_18009	232	205	571	134
KOXM_18014	0	0	0	0
KOXM_18019	0	4	15	15
KOXM_18024	0	23	26	35
KOXM_18029	88	331	60	138
KOXM_18034	14	12	44	0
KOXM_18039	146	275	174	164
KOXM_18044	33	102	166	19
KOXM_18049	37	38	86	6
KOXM_18054	19	36	7	21
KOXM_18059	0	11	103	33
KOXM_18064	0	3	19	0
KOXM_18069	0	0	43	0
KOXM_18074	785	425	1016	269
KOXM_18079	357	604	860	282
KOXM_18084	54	203	204	88
KOXM_18089	34	47	86	0
KOXM_18094	1442	1431	542	762
KOXM_18099	9	81	103	45
KOXM_18104	473	374	272	147
KOXM_18109	1368	1674	1275	826
KOXM_18114	0	9	16	14
KOXM_18129	22	19	47	1
KOXM_18134	9	0	0	0
KOXM_18139	0	5	0	0
KOXM_18144	0	0	0	0
KOXM_18149	0	0	0	0
KOXM_18154	0	5	0	0
KOXM_18159	0	0	6	0
KOXM_18164	0	0	0	0
KOXM_18169	27	0	34	23
KOXM_18174	85	87	105	75
KOXM_18179	133	166	296	51
KOXM_18184	47	84	36	54
KOXM_18189	128	79	188	79
KOXM_18194	8	12	3	0
KOXM_18199	190	255	691	258
KOXM_18204	1635	1349	4561	1363
KOXM_18209	207	334	868	179
KOXM_18214	2216	1772	4078	868
KOXM_18219	9	17	24	25
KOXM_18224	3	16	12	0
KOXM_18229	647	936	1533	758
KOXM_18234	485	1146	1162	639
KOXM_18239	135	316	712	182
KOXM_18244	228	399	631	284
KOXM_18249	390	941	1623	627
KOXM_18254	551	1285	910	511
KOXM_18259	863	1878	2240	866
KOXM_18264	271	406	667	296
KOXM_18269	148	178	305	90
KOXM_18274	34	51	39	73
KOXM_18279	170	208	451	219
KOXM_18284	32	33	4	1
KOXM_18289	72	61	352	30
KOXM_18294	27	48	86	32
KOXM_18299	34	77	104	44
KOXM_18304	82	225	271	186
KOXM_18309	41	220	255	162
KOXM_18324	142	97	243	40
KOXM_18329	499	472	299	372
KOXM_18334	128	110	126	63
KOXM_18339	68	29	26	40
KOXM_18344	125	136	60	67
KOXM_18349	12	4	11	0
KOXM_18354	103	162	323	276
KOXM_18359	85	112	158	34
KOXM_18364	25	0	0	0
KOXM_18369	416	357	547	304
KOXM_18374	61	132	270	98
KOXM_18379	0	0	27	0
KOXM_18384	0	0	14	0
KOXM_18389	0	0	0	0
KOXM_18394	12	24	21	0
KOXM_18399	0	0	19	0
KOXM_18404	0	0	0	0
KOXM_18409	0	18	0	0
KOXM_18414	0	5	9	0
KOXM_18419	0	0	21	0
KOXM_18424	327	461	368	164
KOXM_18429	1280	4727	7876	4915
KOXM_18434	237	993	1040	441
KOXM_18439	60	29	90	40
KOXM_18444	57	58	732	287
KOXM_18449	0	0	0	0
KOXM_18454	48	155	214	28
KOXM_18459	27	20	6	0
KOXM_18464	26	0	66	13
KOXM_18469	79	208	276	37
KOXM_18474	100	137	248	33
KOXM_18479	72	139	216	47
KOXM_18490	744	782	1176	575
KOXM_18495	12	9	34	0
KOXM_18500	0	0	0	0
KOXM_18505	37	74	80	37
KOXM_18510	78	98	247	73
KOXM_18515	43	49	143	66
KOXM_18520	22	85	81	31
KOXM_18525	0	11	63	15
KOXM_18530	93	274	302	311
KOXM_18535	124	146	344	97
KOXM_18540	109	129	212	145
KOXM_18545	48	14	172	107
KOXM_18550	84	101	205	110
KOXM_18555	112	129	160	57
KOXM_18560	5	34	15	31
KOXM_18565	8	57	49	23
KOXM_18570	244	217	399	103
KOXM_18575	29	4	156	9
KOXM_18580	65	138	123	8
KOXM_18585	17	30	51	23
KOXM_18590	646	1086	950	550
KOXM_18595	362	803	495	372
KOXM_18600	34	74	125	26
KOXM_18605	117	89	127	143
KOXM_18610	58	77	188	154
KOXM_18615	0	0	5	0
KOXM_18620	64	208	358	49
KOXM_18625	206	205	476	135
KOXM_18640	79	163	190	81
KOXM_18645	10	67	154	8
KOXM_18650	6	42	84	57
KOXM_18655	7	28	22	17
KOXM_18660	24	6	31	56
KOXM_18665	0	0	0	0
KOXM_18670	56	121	356	166
KOXM_18675	25	121	178	233
KOXM_18680	56	27	55	10
KOXM_18685	16	22	16	20
KOXM_18690	8	0	10	0
KOXM_18695	7	52	12	0
KOXM_18700	27	18	19	0
KOXM_18705	88	52	293	38
KOXM_18710	12	22	98	13
KOXM_18715	26	88	57	106
KOXM_18720	71	127	93	22
KOXM_18725	117	154	3325	346
KOXM_18730	22	19	686	58
KOXM_18735	0	0	284	23
KOXM_18740	0	19	1017	159
KOXM_18745	0	28	317	35
KOXM_18750	0	12	176	89
KOXM_18755	17	6	679	113
KOXM_18760	0	409	8	78
KOXM_18765	144	219	250	119
KOXM_18770	19	119	29	144
KOXM_18785	0	24	10	5
KOXM_18790	9	33	26	0
KOXM_18795	0	9	0	0
KOXM_18800	30	7	0	0
KOXM_18805	61	74	64	38
KOXM_18810	0	16	11	13
KOXM_18815	9	9	25	8
KOXM_18820	46	74	6	63
KOXM_18825	58	85	1	13
KOXM_18850	0	0	0	30
KOXM_18855	1	29	19	7
KOXM_18860	0	9	8	10
KOXM_18865	19	13	4	0
KOXM_18870	0	0	0	11
KOXM_18875	20	18	24	52
KOXM_18880	47	57	118	7
KOXM_18885	0	13	27	0
KOXM_18890	0	0	0	0
KOXM_18895	14	32	13	5
KOXM_18900	111	362	229	100
KOXM_18905	50	95	176	88
KOXM_18910	0	0	0	0
KOXM_18917	111	134	197	118
KOXM_18922	8	147	187	53
KOXM_18927	8	87	56	8
KOXM_18932	161	150	354	42
KOXM_18937	260	297	1074	69
KOXM_18942	508	821	1363	436
KOXM_18947	108	231	519	105
KOXM_18952	120	162	427	90
KOXM_18957	33	70	427	45
KOXM_18962	110	55	992	131
KOXM_18967	0	0	0	0
KOXM_18972	0	0	0	0
KOXM_18977	73	37	1	5
KOXM_18982	55	66	34	26
KOXM_18987	454	490	904	241
KOXM_18992	106	66	129	40
KOXM_18997	31	54	255	31
KOXM_19002	52365	44622	78751	18401
KOXM_19007	0	77	60	29
KOXM_19012	8	19	13	53
KOXM_19017	29	56	102	52
KOXM_19022	0	45	17	11
KOXM_19027	15	16	93	39
KOXM_19032	73	89	119	35
KOXM_19037	69	118	134	22
KOXM_19052	326	426	1997	626
KOXM_19057	665	1202	3766	1289
KOXM_19062	93	139	817	178
KOXM_19067	934	1894	3215	1112
KOXM_19072	10389	10969	13151	6756
KOXM_19077	0	0	22	0
KOXM_19082	25	51	230	67
KOXM_19087	0	7	32	23
KOXM_19092	1024	1167	264	545
KOXM_19097	1703	1512	586	1095
KOXM_19102	1361	1862	450	368
KOXM_19107	273	243	230	134
KOXM_19112	173	89	163	34
KOXM_19117	0	4	58	33
KOXM_19122	93	89	189	80
KOXM_19127	47	66	78	58
KOXM_19132	56	34	34	60
KOXM_19137	91	83	327	37
KOXM_19142	57	31	43	14
KOXM_19147	4	0	19	0
KOXM_19152	14	34	133	39
KOXM_19157	471	455	127	335
KOXM_19162	342	399	108	60
KOXM_19167	283	657	185	353
KOXM_19172	149	275	81	91
KOXM_19177	117	148	135	98
KOXM_19182	91	95	152	92
KOXM_19187	39	30	137	41
KOXM_19192	38	61	31	77
KOXM_19197	265	420	576	213
KOXM_19202	172	100	155	65
KOXM_19207	117	177	255	146
KOXM_19212	573	784	1700	433
KOXM_19217	1307	2411	3508	1458
KOXM_19222	36	16	53	0
KOXM_19227	0	8	11	0
KOXM_19232	11	12	37	0
KOXM_19237	34	43	39	25
KOXM_19242	0	0	0	0
KOXM_19247	14	14	4	0
KOXM_19252	0	0	0	16
KOXM_19257	5	39	11	0
KOXM_19262	171	455	402	336
KOXM_19267	19	60	12	0
KOXM_19272	0	0	0	0
KOXM_19277	0	0	17	0
KOXM_19292	0	0	13	0
KOXM_19297	0	0	0	0
KOXM_19302	0	17	0	0
KOXM_19307	0	0	0	0
KOXM_19312	0	0	25	0
KOXM_19317	0	0	0	0
KOXM_19322	0	8	4	0
KOXM_19327	3	22	18	11
KOXM_19332	0	43	20	10
KOXM_19347	0	0	27	0
KOXM_19372	0	0	0	0
KOXM_19377	11	0	41	34
KOXM_19382	3	53	31	16
KOXM_19387	0	0	0	0
KOXM_19392	13	23	0	0
KOXM_19397	0	0	29	0
KOXM_19402	35	147	77	71
KOXM_19407	15	3	5	14
KOXM_19412	0	0	15	13
KOXM_19417	0	6	0	7
KOXM_19432	0	2	0	0
KOXM_19437	17	11	4	9
KOXM_19442	15	57	24	0
KOXM_19447	680	448	955	109
KOXM_19452	20	112	120	0
KOXM_19457	0	21	0	0
KOXM_19462	0	5	14	17
KOXM_19467	28	58	57	11
KOXM_19472	44	163	198	59
KOXM_19477	21	39	50	42
KOXM_19492	42	65	203	68
KOXM_19497	1449	1920	2876	732
