gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_I0543_locusTag_BN877_I0543	0	0	65	96	71	40	320	661	70	296
BN877_I0547_locusTag_BN877_I0547	0	0	34	32	3	7	125	274	79	144
BN877_I0558_locusTag_BN877_I0558	0	0	12	6	8	0	10	143	0	29
BN877_I0559_locusTag_BN877_I0559	4	0	36	113	22	26	247	442	55	206
BN877_I0560_locusTag_BN877_I0560	0	0	36	39	36	15	62	91	30	77
BN877_I0561_locusTag_BN877_I0561	0	0	38	82	28	15	192	294	35	179
BN877_I0562_locusTag_BN877_I0562	147	9	334	1718	354	53	167	359	101	298
BN877_I0563_locusTag_BN877_I0563	60	1	238	943	236	75	798	1126	151	699
BN877_I0570_locusTag_BN877_I0570	0	7	182	245	34	23	51	351	105	426
BN877_I0571_locusTag_BN877_I0571	154	29	90	216	149	34	536	980	206	398
BN877_I0572_locusTag_BN877_I0572	0	15	36	58	106	18	112	296	80	180
BN877_I0577_locusTag_BN877_I0577	21	8	136	266	150	36	469	1033	137	460
BN877_I0579_locusTag_BN877_I0579	0	0	54	147	48	4	121	193	30	93
BN877_I0580_locusTag_BN877_I0580	47	21	28	106	186	0	44	28	18	146
BN877_I0581_locusTag_BN877_I0581	0	0	84	255	85	37	42	281	264	687
BN877_I0583_locusTag_BN877_I0583	0	10	140	528	50	41	246	426	108	262
BN877_I0588_locusTag_BN877_I0588	0	0	39	54	16	0	11	57	29	132
BN877_I0589_locusTag_BN877_I0589	106	74	774	1330	911	156	1362	4299	743	1765
BN877_I0590_locusTag_BN877_I0590	156	98	1547	9636	939	182	2274	4099	914	3580
BN877_I0592_locusTag_BN877_I0592	0	13	125	268	142	26	188	388	77	418
BN877_I0593_locusTag_BN877_I0593	62	9	149	170	526	1	523	1483	282	678
BN877_I0595_locusTag_BN877_I0595	7	0	31	253	32	1	132	210	88	160
BN877_I0597_locusTag_BN877_I0597	63	18	158	267	699	52	1146	3414	402	923
BN877_I0600_locusTag_BN877_I0600	214	121	992	2144	1079	203	3470	8430	1555	3307
BN877_I0602_locusTag_BN877_I0602	0	0	42	18	0	1	0	0	7	14
BN877_I0603_locusTag_BN877_I0603	0	0	51	76	11	0	18	54	16	39
BN877_I0604_locusTag_BN877_I0604	34	52	555	859	267	22	58	296	189	312
BN877_I0605_locusTag_BN877_I0605	7	0	40	217	27	15	17	35	36	153
BN877_I0606_locusTag_BN877_I0606	4	4	68	340	79	0	208	609	152	334
BN877_I0608_locusTag_BN877_I0608	2	0	48	65	43	0	45	156	42	46
BN877_I0611_locusTag_BN877_I0611	6	7	155	313	128	40	305	529	22	282
BN877_I0613_locusTag_BN877_I0613	0	0	0	0	0	0	0	0	0	6
BN877_I0614_locusTag_BN877_I0614	0	0	9	99	5	0	18	41	0	48
BN877_I0615_locusTag_BN877_I0615	228	52	757	966	219	57	234	537	193	711
BN877_I0616_locusTag_BN877_I0616	86	37	250	1227	341	29	212	607	67	231
BN877_I0618_locusTag_BN877_I0618	55	16	467	1634	157	103	785	1586	391	1299
BN877_I0619_locusTag_BN877_I0619	15	0	50	93	86	12	199	477	60	237
BN877_I0620_locusTag_BN877_I0620	87	17	202	366	196	49	209	362	187	533
BN877_I0622_locusTag_BN877_I0622	193	26	320	637	297	63	344	837	86	396
BN877_I0623_locusTag_BN877_I0623	21	28	142	342	365	96	561	1930	224	776
BN877_I0624_locusTag_BN877_I0624	25	30	369	814	273	72	361	784	221	697
BN877_I0625_locusTag_BN877_I0625	30	20	396	2008	200	184	244	282	233	1307
BN877_I0627_locusTag_BN877_I0627	0	0	13	102	17	6	50	31	1	31
BN877_I0628_locusTag_BN877_I0628	2	0	152	493	72	9	184	409	12	151
BN877_I0629_locusTag_BN877_I0629	25	9	224	834	190	11	385	1030	110	249
BN877_I0632_locusTag_BN877_I0632	8	5	21	56	11	10	82	345	22	116
BN877_I0633_locusTag_BN877_I0633	0	11	163	466	142	18	33	128	171	284
BN877_I0634_locusTag_BN877_I0634	0	0	13	95	41	2	164	176	29	100
BN877_I0638_locusTag_BN877_I0638	4	0	17	82	9	8	37	91	43	62
BN877_I0639_locusTag_BN877_I0639	148	8	196	258	150	65	262	386	66	235
BN877_I0642_locusTag_BN877_I0642	27	0	15	53	154	8	0	26	3	45
BN877_I0643_locusTag_BN877_I0643	0	4	81	188	18	24	140	161	63	255
BN877_I0644_locusTag_BN877_I0644	8	0	39	23	7	15	344	906	113	236
BN877_I0645_locusTag_BN877_I0645	30	27	252	207	171	183	3896	10729	893	1855
BN877_I0646_locusTag_BN877_I0646	22	22	105	163	76	18	139	280	158	321
BN877_I0647_locusTag_BN877_I0647	0	2	15	134	15	8	30	96	63	69
BN877_I0648_locusTag_BN877_I0648	2	0	3	41	0	0	0	1	0	13
BN877_I0649_locusTag_BN877_I0649	12	0	84	47	21	14	0	23	0	23
BN877_I0651_locusTag_BN877_I0651	0	0	8	39	4	0	0	23	8	30
BN877_I0654_locusTag_BN877_I0654	0	45	34	379	18	10	22	35	11	46
BN877_I0655_locusTag_BN877_I0655	0	0	56	184	42	13	86	198	45	130
BN877_I0659_locusTag_BN877_I0659	1	21	307	512	154	22	285	361	117	464
BN877_I0662_locusTag_BN877_I0662	120	85	3414	6368	849	376	3521	6862	1679	3254
BN877_I0663_locusTag_BN877_I0663	0	0	9	57	42	2	41	103	18	62
BN877_I0664_locusTag_BN877_I0664	41	51	1243	3160	498	213	953	2757	452	1278
BN877_I0665_locusTag_BN877_I0665	5	0	52	82	15	9	63	110	9	112
BN877_I0666_locusTag_BN877_I0666	8	1	223	774	119	8	191	380	124	296
BN877_I0668_locusTag_BN877_I0668	79	26	964	2480	948	104	228	440	251	847
BN877_I0669_locusTag_BN877_I0669	18	0	216	348	111	15	64	141	146	159
BN877_I0670_locusTag_BN877_I0670	51	11	340	890	407	15	532	1324	262	1109
BN877_I0674_locusTag_BN877_I0674	19	44	278	348	315	19	285	1116	128	365
BN877_I0676_locusTag_BN877_I0676	86	44	317	897	171	43	328	922	121	618
BN877_I0677_locusTag_BN877_I0677	171	18	381	560	207	56	993	1553	221	573
BN877_I0678_locusTag_BN877_I0678	0	2	48	110	30	9	79	115	36	148
BN877_I0682_locusTag_BN877_I0682	9	46	99	1060	103	36	133	229	66	196
BN877_I0683_locusTag_BN877_I0683	3	8	11	116	74	8	325	629	208	139
BN877_I0684_locusTag_BN877_I0684	0	10	99	333	151	30	417	911	371	578
BN877_I0685_locusTag_BN877_I0685	40	12	303	491	468	42	489	1342	493	693
BN877_I0686_locusTag_BN877_I0686	0	0	6	38	61	0	34	133	45	38
BN877_I0687_locusTag_BN877_I0687	13	0	171	750	68	21	261	513	25	247
BN877_I0689_locusTag_BN877_I0689	46	15	141	300	91	46	657	942	229	471
BN877_I0695_locusTag_BN877_I0695	11	5	3	50	20	0	13	63	32	44
BN877_I0696_locusTag_BN877_I0696	16	0	12	84	130	25	105	491	96	139
BN877_I0698_locusTag_BN877_I0698	185	20	436	2499	1243	162	177	315	526	1435
BN877_I0699_locusTag_BN877_I0699	11	13	160	717	201	25	275	633	127	326
BN877_I0700_locusTag_BN877_I0700	5	7	125	166	65	12	161	276	69	324
BN877_I0701_locusTag_BN877_I0701	21	0	99	227	55	10	210	393	96	118
BN877_I0702_locusTag_BN877_I0702	99	8	67	251	193	43	492	684	89	242
BN877_I0703_locusTag_BN877_I0703	28	0	73	182	170	451	51	204	2	64
BN877_I0704_locusTag_BN877_I0704	0	4	101	119	55	210	71	111	18	35
BN877_I0705_locusTag_BN877_I0705	41	18	138	251	97	101	39	105	90	388
BN877_I0706_locusTag_BN877_I0706	223	295	5376	23856	1749	257	2060	4916	3332	5579
BN877_I0707_locusTag_BN877_I0707	4	3	33	118	21	0	9	78	0	50
BN877_I0708_locusTag_BN877_I0708	13	2	176	520	217	87	229	531	90	428
BN877_I0709_locusTag_BN877_I0709	0	13	26	71	36	26	4	67	0	36
BN877_I0710_locusTag_BN877_I0710	0	0	17	31	22	0	15	19	0	8
BN877_I0711_locusTag_BN877_I0711	1	0	190	543	14	7	139	140	54	242
BN877_I0712_locusTag_BN877_I0712	0	0	61	227	27	17	62	111	21	151
BN877_I0713_locusTag_BN877_I0713	344	98	828	819	559	81	375	970	237	1185
BN877_I0714_locusTag_BN877_I0714	2	1	17	9	13	0	18	6	0	10
BN877_I0715_locusTag_BN877_I0715	0	0	24	37	49	24	19	52	0	20
BN877_I0716_locusTag_BN877_I0716	20	9	18	101	122	18	219	631	106	227
BN877_I0717_locusTag_BN877_I0717	0	0	0	27	16	0	40	28	0	0
BN877_I0718_locusTag_BN877_I0718	4	0	16	95	16	12	63	103	51	43
BN877_I0719_locusTag_BN877_I0719	1	0	13	33	16	0	28	95	0	35
BN877_I0721_locusTag_BN877_I0721	27	22	22	320	102	2	322	577	227	390
BN877_I0723_locusTag_BN877_I0723	1	16	22	51	21	2	48	92	64	69
BN877_I0727_locusTag_BN877_I0727	37	25	520	1654	395	70	215	612	290	988
BN877_I0730_locusTag_BN877_I0730	0	0	0	44	0	0	0	0	0	0
BN877_I0731_locusTag_BN877_I0731	97	87	289	1369	265	127	1927	2760	1284	2412
BN877_I0732_locusTag_BN877_I0732	0	9	422	811	56	28	94	161	84	222
BN877_I0734_locusTag_BN877_I0734	83	21	146	426	109	40	272	593	19	313
BN877_I0735_locusTag_BN877_I0735	71	3	72	404	86	25	318	606	106	344
BN877_I0737_locusTag_BN877_I0737	10	3	79	221	206	18	56	280	227	410
BN877_I0738_locusTag_BN877_I0738	11	4	22	155	9	0	54	42	12	71
BN877_I0739_locusTag_BN877_I0739	23	33	124	647	251	21	248	680	42	304
BN877_I0740_locusTag_BN877_I0740	78	42	254	1026	657	65	301	1542	445	914
BN877_I0743_locusTag_BN877_I0743	70	21	564	1762	336	62	802	1925	402	963
BN877_I0750_locusTag_BN877_I0750	0	0	13	40	48	10	81	131	30	129
BN877_I0751_locusTag_BN877_I0751	0	0	51	95	1	5	23	46	20	38
BN877_I0756_locusTag_BN877_I0756	1	5	38	139	35	5	51	57	0	39
BN877_I0757_locusTag_BN877_I0757	23	16	297	531	462	33	853	1395	377	780
BN877_I0758_locusTag_BN877_I0758	3	4	113	208	70	16	510	1024	158	476
BN877_I0759_locusTag_BN877_I0759	15	0	81	203	187	57	374	1043	227	299
BN877_I0760_locusTag_BN877_I0760	111	51	266	690	161	147	131	329	189	497
BN877_I0761_locusTag_BN877_I0761	6	16	16	83	35	0	113	183	26	83
BN877_I0762_locusTag_BN877_I0762	20	23	315	827	109	59	600	1296	383	886
BN877_I0763_locusTag_BN877_I0763	2	0	53	110	68	34	51	265	21	147
BN877_I0764_locusTag_BN877_I0764	9	32	352	660	141	135	638	1446	277	917
BN877_I0766_locusTag_BN877_I0766	25	26	477	1219	168	122	440	991	218	456
BN877_I0767_locusTag_BN877_I0767	7	0	43	230	28	10	39	181	14	128
BN877_I0768_locusTag_BN877_I0768	28	1	472	1406	115	48	142	304	75	438
BN877_I0769_locusTag_BN877_I0769	0	1	58	193	14	11	95	122	75	79
BN877_I0770_locusTag_BN877_I0770	6	0	43	138	28	9	37	44	65	63
BN877_I0771_locusTag_BN877_I0771	10	23	37	164	75	10	37	165	38	151
BN877_I0772_locusTag_BN877_I0772	100	44	436	766	372	335	851	1257	586	1341
BN877_I0775_locusTag_BN877_I0775	0	0	106	375	54	17	42	165	38	173
BN877_I0777_locusTag_BN877_I0777	16	17	100	219	148	5	215	409	175	221
BN877_I0778_locusTag_BN877_I0778	67	22	521	1690	531	127	1282	2804	546	1291
BN877_I0779_locusTag_BN877_I0779	7	12	207	464	234	13	275	874	294	807
BN877_I0780_locusTag_BN877_I0780	15	14	223	385	76	22	115	230	46	248
BN877_I0783_locusTag_BN877_I0783	3	0	16	61	31	0	80	111	11	165
BN877_I0784_locusTag_BN877_I0784	5	0	19	1009	26	37	212	547	95	566
BN877_I0785_locusTag_BN877_I0785	0	0	0	0	0	0	0	0	0	18
BN877_I0786_locusTag_BN877_I0786	2	2	63	210	56	10	80	200	113	185
BN877_I0787_locusTag_BN877_I0787	0	22	130	350	99	48	33	175	124	106
BN877_I0788_locusTag_BN877_I0788	2	0	35	97	12	6	49	142	20	97
BN877_I0789_locusTag_BN877_I0789	4	0	93	158	78	39	238	632	167	385
BN877_I0791_locusTag_BN877_I0791	7	12	222	932	69	39	43	255	94	364
BN877_I0792_locusTag_BN877_I0792	0	0	0	9	0	0	59	13	0	0
BN877_I0793_locusTag_BN877_I0793	0	0	48	135	0	5	0	53	0	0
BN877_I0794_locusTag_BN877_I0794	4	0	0	8	0	0	0	4	0	0
BN877_I0798_locusTag_BN877_I0798	11	4	41	315	25	28	22	76	5	172
BN877_I0799_locusTag_BN877_I0799	0	0	0	0	0	0	0	0	0	0
BN877_I0804_locusTag_BN877_I0804	0	0	0	0	0	0	14	13	6	3
BN877_I0805_locusTag_BN877_I0805	37	13	177	336	193	34	213	384	252	334
BN877_I0806_locusTag_BN877_I0806	10	28	72	366	143	70	111	131	19	207
BN877_I0807_locusTag_BN877_I0807	35	60	455	941	465	39	646	1423	442	771
BN877_I0808_locusTag_BN877_I0808	26	0	64	414	136	18	197	561	104	395
BN877_I0809_locusTag_BN877_I0809	136	68	217	1078	636	85	1101	2915	887	2186
BN877_I0813_locusTag_BN877_I0813	21	0	88	174	93	10	43	157	84	125
BN877_I0814_locusTag_BN877_I0814	0	0	88	369	64	28	21	87	20	58
BN877_I0815_locusTag_BN877_I0815	9	0	35	187	72	32	70	201	25	147
BN877_I0816_locusTag_BN877_I0816	1	0	76	218	99	6	359	687	186	291
BN877_I0817_locusTag_BN877_I0817	6	5	61	165	108	16	28	156	55	104
BN877_I0819_locusTag_BN877_I0819	1	8	85	168	100	24	69	244	34	184
BN877_I0820_locusTag_BN877_I0820	3	12	93	338	61	27	36	167	16	167
BN877_I0821_locusTag_BN877_I0821	17	8	56	425	90	50	379	523	95	418
BN877_I0822_locusTag_BN877_I0822	0	0	34	100	14	8	16	116	24	22
BN877_I0823_locusTag_BN877_I0823	15	0	12	59	13	0	71	126	17	52
BN877_I0824_locusTag_BN877_I0824	15	11	127	267	178	39	460	1221	596	904
BN877_I0825_locusTag_BN877_I0825	21	11	259	607	21	40	129	406	152	534
BN877_I0826_locusTag_BN877_I0826	251	100	500	2770	852	252	56	237	231	819
BN877_I0827_locusTag_BN877_I0827	0	0	73	99	33	31	351	834	77	274
BN877_I0828_locusTag_BN877_I0828	56	13	585	1519	244	80	580	1038	232	634
BN877_I0832_locusTag_BN877_I0832	66	45	215	1976	401	69	152	144	80	179
BN877_I0833_locusTag_BN877_I0833	10	40	146	842	102	51	76	197	75	112
BN877_I0834_locusTag_BN877_I0834	27	29	526	2365	238	20	114	213	281	741
BN877_I0835_locusTag_BN877_I0835	0	9	90	1972	69	2	35	50	20	81
BN877_I0836_locusTag_BN877_I0836	12	19	85	1790	75	5	8	30	0	49
BN877_I0837_locusTag_BN877_I0837	20	31	319	6387	250	14	12	39	33	59
BN877_I0838_locusTag_BN877_I0838	0	0	22	752	39	0	0	36	11	29
BN877_I0839_locusTag_BN877_I0839	2	0	17	374	25	0	45	52	55	67
BN877_I0840_locusTag_BN877_I0840	0	14	57	39	12	2	8	69	0	55
BN877_I0841_locusTag_BN877_I0841	0	0	6	78	5	0	17	0	0	0
BN877_I0842_locusTag_BN877_I0842	0	0	0	26	0	0	0	5	0	12
BN877_I0843_locusTag_BN877_I0843	0	0	0	36	9	0	0	0	0	9
BN877_I0844_locusTag_BN877_I0844	15	2	252	450	337	69	304	619	107	543
BN877_I0845_locusTag_BN877_I0845	152	52	376	474	1019	189	586	1811	627	1514
BN877_I0846_locusTag_BN877_I0846	1	0	103	125	46	33	247	665	111	282
BN877_I0847_locusTag_BN877_I0847	0	0	35	108	17	18	37	27	32	31
BN877_I0848_locusTag_BN877_I0848	0	0	54	116	17	1	68	215	18	86
BN877_I0849_locusTag_BN877_I0849	9	0	38	96	43	9	17	46	19	19
BN877_I0850_locusTag_BN877_I0850	0	0	0	15	0	0	21	2	12	13
BN877_I0851_locusTag_BN877_I0851	31	12	270	271	129	26	128	304	48	223
BN877_I0852_locusTag_BN877_I0852	30	11	50	97	55	1	37	208	42	112
BN877_I0853_locusTag_BN877_I0853	0	0	32	44	26	0	11	38	0	15
BN877_I0854_locusTag_BN877_I0854	3	0	27	160	20	2	30	60	0	66
BN877_I0856_locusTag_BN877_I0856	75	11	1118	1387	514	167	239	842	305	1134
BN877_I0857_locusTag_BN877_I0857	355	50	893	634	534	214	629	1868	392	1199
BN877_I0858_locusTag_BN877_I0858	0	0	83	138	22	5	60	243	110	160
BN877_I0860_locusTag_BN877_I0860	14	1	47	289	53	15	332	709	162	382
BN877_I0862_locusTag_BN877_I0862	0	0	0	57	1	5	14	0	0	4
BN877_I0863_locusTag_BN877_I0863	0	0	22	200	17	0	0	86	63	82
BN877_I0864_locusTag_BN877_I0864	0	0	20	66	19	0	21	31	0	32
BN877_I0865_locusTag_BN877_I0865	44	36	187	515	456	181	1382	3510	1307	3554
BN877_I0868_locusTag_BN877_I0868	2	9	96	577	64	27	305	714	261	644
BN877_I0869_locusTag_BN877_I0869	18	11	115	626	147	85	621	1279	263	719
BN877_I0870_locusTag_BN877_I0870	0	0	0	37	0	0	95	86	24	75
BN877_I0871_locusTag_BN877_I0871	2	0	153	478	172	0	146	427	12	117
BN877_I0872_locusTag_BN877_I0872	25	41	394	1286	615	45	434	1059	338	854
BN877_I0874_locusTag_BN877_I0874	23	11	152	947	66	5	93	112	172	168
BN877_I0875_locusTag_BN877_I0875	0	6	33	162	0	1	47	132	33	57
BN877_I0876_locusTag_BN877_I0876	2	0	42	245	28	12	0	0	7	27
BN877_I0877_locusTag_BN877_I0877	0	7	99	627	44	31	20	31	30	89
BN877_I0878_locusTag_BN877_I0878	0	0	23	139	35	4	69	253	60	220
BN877_I0882_locusTag_BN877_I0882	7	27	670	716	345	44	187	635	102	510
BN877_I0883_locusTag_BN877_I0883	16	3	265	544	120	44	132	689	34	278
BN877_I0885_locusTag_BN877_I0885	11	1	97	385	57	9	260	346	144	302
BN877_I0886_locusTag_BN877_I0886	0	0	0	1	0	0	0	2	0	3
BN877_I0887_locusTag_BN877_I0887	5	17	49	122	70	9	103	293	85	220
BN877_I0888_locusTag_BN877_I0888	8	0	7	197	32	6	32	94	10	40
BN877_I0889_locusTag_BN877_I0889	0	6	62	1063	43	8	28	44	25	50
BN877_I0890_locusTag_BN877_I0890	479	249	1330	2351	4356	555	2328	6392	1610	4450
BN877_I0891_locusTag_BN877_I0891	207	111	398	865	3417	179	882	4450	757	1578
BN877_I0892_locusTag_BN877_I0892	27	28	11	13	125	30	63	249	31	65
BN877_I0893_locusTag_BN877_I0893	30	9	293	1719	147	46	288	274	203	345
BN877_I0903_locusTag_BN877_I0903	96	81	859	2496	590	242	648	1812	240	1186
BN877_I0904_locusTag_BN877_I0904	26	0	0	32	35	0	11	11	13	56
BN877_I0905_locusTag_BN877_I0905	0	0	3	19	15	0	0	9	0	24
BN877_I0906_locusTag_BN877_I0906	44	32	594	1109	375	50	172	298	139	391
BN877_I0907_locusTag_BN877_I0907	103	38	234	1156	269	70	241	608	307	415
BN877_I0908_locusTag_BN877_I0908	116	28	327	682	202	145	540	1468	163	718
BN877_I0909_locusTag_BN877_I0909	81	35	260	475	148	103	367	932	161	414
BN877_I0910_locusTag_BN877_I0910	0	0	20	40	4	0	26	187	12	13
BN877_I0911_locusTag_BN877_I0911	117	9	173	343	160	89	261	940	71	436
BN877_I0912_locusTag_BN877_I0912	282	62	255	608	967	118	1172	3342	792	2311
BN877_I0913_locusTag_BN877_I0913	0	0	19	25	13	0	26	185	3	33
BN877_I0914_locusTag_BN877_I0914	0	14	105	305	94	66	233	359	114	282
BN877_I0915_locusTag_BN877_I0915	0	0	18	35	25	0	4	14	0	0
BN877_I0916_locusTag_BN877_I0916	0	9	52	249	9	18	11	58	8	92
BN877_I0917_locusTag_BN877_I0917	0	0	63	46	75	1	103	149	62	133
BN877_I0918_locusTag_BN877_I0918	0	11	72	177	57	21	125	232	65	190
BN877_I0919_locusTag_BN877_I0919	81	27	532	817	277	72	681	1324	379	1024
BN877_I0920_locusTag_BN877_I0920	32	9	123	555	179	33	527	1300	548	1062
BN877_I0922_locusTag_BN877_I0922	3	12	24	132	16	0	45	175	105	125
BN877_I0923_locusTag_BN877_I0923	6	0	15	83	5	0	24	44	0	17
BN877_I0926_locusTag_BN877_I0926	0	11	22	264	52	8	9	88	0	146
BN877_I0927_locusTag_BN877_I0927	0	2	15	421	24	7	9	32	34	102
BN877_I0928_locusTag_BN877_I0928	0	0	7	52	42	4	12	68	36	75
BN877_I0929_locusTag_BN877_I0929	0	4	144	644	94	3	87	170	40	54
BN877_I0930_locusTag_BN877_I0930	70	0	119	407	119	48	137	146	174	268
BN877_I0931_locusTag_BN877_I0931	16	15	124	218	21	48	198	458	160	298
BN877_I0932_locusTag_BN877_I0932	83	33	432	1297	359	101	183	394	169	572
BN877_I0933_locusTag_BN877_I0933	208	167	662	2861	1851	316	4111	12830	2283	5084
BN877_I0934_locusTag_BN877_I0934	3	11	33	132	96	12	21	40	48	63
BN877_I0935_locusTag_BN877_I0935	7	16	86	383	76	0	58	139	83	277
BN877_I0936_locusTag_BN877_I0936	16	0	82	185	5	0	19	85	12	41
BN877_I0937_locusTag_BN877_I0937	25	13	86	432	109	28	177	511	92	211
BN877_I0938_locusTag_BN877_I0938	23	0	19	227	219	0	14	89	11	56
BN877_I0939_locusTag_BN877_I0939	154	0	46	265	328	37	15	81	41	136
BN877_I0940_locusTag_BN877_I0940	15	0	0	37	95	0	0	13	0	26
BN877_I0941_locusTag_BN877_I0941	17	0	27	41	29	11	50	91	58	123
BN877_I0942_locusTag_BN877_I0942	14	0	32	64	179	0	31	19	6	46
BN877_I0943_locusTag_BN877_I0943	33	0	0	26	18	0	0	10	0	25
BN877_I0944_locusTag_BN877_I0944	0	0	1	49	22	0	0	26	0	27
BN877_I0945_locusTag_BN877_I0945	26	0	7	45	134	2	0	28	11	20
BN877_I0946_locusTag_BN877_I0946	16	0	10	47	13	0	0	13	0	16
BN877_I0947_locusTag_BN877_I0947	2	0	0	24	4	1	0	0	0	0
BN877_I0948_locusTag_BN877_I0948	25	0	6	43	59	0	21	81	25	33
BN877_I0949_locusTag_BN877_I0949	7	0	0	16	53	0	7	17	0	10
BN877_I0950_locusTag_BN877_I0950	13	0	6	40	81	0	0	0	0	0
BN877_I0951_locusTag_BN877_I0951	13	0	0	32	17	0	0	0	0	8
BN877_I0952_locusTag_BN877_I0952	127	0	47	201	409	0	62	94	86	96
BN877_I0953_locusTag_BN877_I0953	0	0	0	0	15	0	0	15	0	52
BN877_I0963_locusTag_BN877_I0963	109	39	116	191	834	2	82	200	83	271
BN877_I0964_locusTag_BN877_I0964	39	1	92	125	252	18	29	72	14	166
BN877_I0965_locusTag_BN877_I0965	0	0	3	80	0	0	0	21	0	0
BN877_I0967_locusTag_BN877_I0967	0	0	0	0	0	0	22	22	0	28
BN877_I0968_locusTag_BN877_I0968	18	9	387	746	489	41	2550	5489	730	1948
BN877_I0969_locusTag_BN877_I0969	107	19	176	226	1209	114	661	2432	297	501
BN877_I0971_locusTag_BN877_I0971	0	6	51	187	34	7	68	97	10	114
BN877_I0972_locusTag_BN877_I0972	839	423	7557	17320	3964	276	4070	4878	3959	9943
BN877_I0973_locusTag_BN877_I0973	13	10	84	335	98	54	73	236	72	288
BN877_I0974_locusTag_BN877_I0974	0	0	188	506	55	19	95	108	68	125
BN877_I0975_locusTag_BN877_I0975	42	26	50	314	98	28	117	229	90	203
BN877_I0976_locusTag_BN877_I0976	33	6	203	658	337	79	682	1447	147	448
BN877_I0977_locusTag_BN877_I0977	15	0	57	78	25	11	10	147	21	25
BN877_I0978_locusTag_BN877_I0978	138	111	824	1115	1442	333	850	1897	683	1555
BN877_I0979_locusTag_BN877_I0979	95	84	617	1344	724	91	436	1092	453	1341
BN877_I0980_locusTag_BN877_I0980	19	18	296	925	118	14	182	420	104	135
BN877_I0981_locusTag_BN877_I0981	11	2	54	393	63	20	237	1127	75	303
BN877_I0983_locusTag_BN877_I0983	503	169	1459	2507	3842	268	464	966	482	1829
BN877_I0984_locusTag_BN877_I0984	6	10	121	593	137	80	978	1773	228	685
BN877_I0985_locusTag_BN877_I0985	21	0	113	460	94	11	290	525	137	342
BN877_I0987_locusTag_BN877_I0987	38	6	115	145	103	7	166	342	3	139
BN877_I0988_locusTag_BN877_I0988	15	9	26	149	49	6	64	133	76	92
BN877_I0989_locusTag_BN877_I0989	0	0	0	28	24	0	13	12	0	15
BN877_I0991_locusTag_BN877_I0991	13	15	316	1754	94	15	52	9	22	17
BN877_I0993_locusTag_BN877_I0993	18	20	600	1569	82	24	18	38	0	148
BN877_I0994_locusTag_BN877_I0994	15	0	20	39	34	6	15	140	36	44
BN877_I0995_locusTag_BN877_I0995	65	19	167	197	282	73	244	690	148	611
BN877_I0996_locusTag_BN877_I0996	267	22	319	752	231	22	263	871	102	440
BN877_I0997_locusTag_BN877_I0997	4	11	103	239	74	16	111	409	55	202
BN877_I0998_locusTag_BN877_I0998	122	21	119	595	139	38	135	346	159	336
BN877_I0999_locusTag_BN877_I0999	0	0	0	11	0	0	0	0	0	0
BN877_I1002_locusTag_BN877_I1002	20	13	121	80	83	22	70	241	52	142
BN877_I1003_locusTag_BN877_I1003	122	27	245	1035	232	76	151	795	631	834
BN877_I1004_locusTag_BN877_I1004	3	0	12	22	0	8	8	16	0	23
BN877_I1009_locusTag_BN877_I1009	9	0	25	40	13	4	51	23	14	32
BN877_I1010_locusTag_BN877_I1010	78	31	625	2134	262	224	2777	5392	1308	3307
BN877_I1013_locusTag_BN877_I1013	500	69	585	662	602	242	1144	2918	307	824
BN877_I1014_locusTag_BN877_I1014	60	35	651	1168	463	68	929	1177	469	1432
BN877_I1018_locusTag_BN877_I1018	1032	521	11551	46197	6776	652	1958	5870	4062	7570
BN877_I1019_locusTag_BN877_I1019	302	301	5983	33715	2303	391	675	1618	846	2477
BN877_I1024_locusTag_BN877_I1024	4	0	103	387	81	22	114	298	72	199
BN877_I1025_locusTag_BN877_I1025	0	5	22	176	31	1	129	222	87	230
BN877_I1026_locusTag_BN877_I1026	2	0	33	231	71	6	318	452	246	403
BN877_I1027_locusTag_BN877_I1027	7	0	19	188	37	34	88	140	48	69
BN877_I1028_locusTag_BN877_I1028	0	3	45	99	32	0	53	89	53	141
BN877_I1029_locusTag_BN877_I1029	0	0	100	141	49	9	51	236	15	116
BN877_I1030_locusTag_BN877_I1030	0	0	5	32	0	1	3	54	0	43
BN877_I1031_locusTag_BN877_I1031	8	14	223	395	220	14	214	596	0	275
BN877_I1032_locusTag_BN877_I1032	0	14	44	247	23	9	41	395	105	206
BN877_I1033_locusTag_BN877_I1033	35	69	981	394	227	107	43	101	62	194
BN877_I1036_locusTag_BN877_I1036	0	0	0	68	0	33	343	686	193	321
BN877_I1037_locusTag_BN877_I1037	0	0	62	186	40	8	49	69	63	73
BN877_I1038_locusTag_BN877_I1038	0	0	27	80	17	0	48	0	21	79
BN877_I1039_locusTag_BN877_I1039	0	0	11	85	44	8	14	52	0	25
BN877_I1040_locusTag_BN877_I1040	4	4	233	348	103	0	119	165	27	75
BN877_I1041_locusTag_BN877_I1041	33	17	311	1474	159	101	926	1901	306	1063
BN877_I1042_locusTag_BN877_I1042	61	37	203	822	288	69	483	1032	242	487
BN877_I1043_locusTag_BN877_I1043	42	10	669	1933	213	70	585	1797	552	1287
BN877_I1044_locusTag_BN877_I1044	30	16	37	210	34	18	154	446	98	415
