gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
pat_locusTag_BN877_I0859	6	0	26	151	86	19	125	250	96	230
pazS_locusTag_BN877_II1421	0	1	11	40	17	0	0	27	11	45
pbpC_locusTag_BN877_II0643	3	0	50	123	35	30	152	295	49	75
pbpC_locusTag_BN877_II0644	52	18	342	802	228	80	919	1902	400	851
pcaC_locusTag_BN877_II0211	0	0	8	7	4	0	0	0	0	0
pcaG_locusTag_BN877_II0213	4	0	22	24	7	1	0	45	26	17
pcaH_locusTag_BN877_II0212	0	0	20	4	13	0	34	30	10	39
pcaQ_locusTag_BN877_II0209	17	0	79	479	38	24	6	48	19	32
pcaR_locusTag_BN877_II0205	6	0	41	402	49	26	72	381	70	156
pcaR_locusTag_BN877_II0206	0	0	7	81	2	0	0	19	6	17
pccA_locusTag_BN877_II0586	15	0	201	364	94	21	248	306	143	222
pckA_locusTag_BN877_I0036	44	11	163	202	281	22	778	1680	327	476
pckR_locusTag_BN877_II0243	3	0	130	226	51	20	465	702	55	355
pcm1_locusTag_BN877_I1661	0	0	15	137	69	10	98	270	78	285
pcm2_locusTag_BN877_I1682	25	13	354	966	306	47	184	714	159	574
pcs_locusTag_BN877_I1759	0	19	63	212	99	15	104	549	70	276
pdhA_locusTag_BN877_I1388	42	21	836	1862	328	157	637	1000	428	1601
pdhB_locusTag_BN877_I1389	68	16	494	1716	303	64	1040	3009	487	2626
pdhC_locusTag_BN877_I1390	64	10	599	1084	278	96	1485	4386	535	2811
pduO_locusTag_BN877_II0596	10	0	24	67	45	10	26	107	39	55
pdxA1_locusTag_BN877_I1092	5	43	257	609	100	27	218	528	202	431
pdxA2_locusTag_BN877_II1046	0	0	0	33	0	0	9	39	7	9
pdxA2_locusTag_BN877_II1047	0	4	16	16	6	0	7	0	0	71
pdxH_locusTag_BN877_I0736	13	0	101	259	77	24	86	293	106	150
pdxJ_locusTag_BN877_I2101	18	0	43	121	40	22	79	323	6	53
pecM_locusTag_BN877_I0271	8	1	0	49	23	8	16	30	10	36
pecS_locusTag_BN877_I0270	5	0	16	57	0	7	17	46	21	24
pepN_locusTag_BN877_I0970	117	28	481	679	294	107	596	1495	357	912
pepP_locusTag_BN877_p0196	0	0	22	48	22	20	0	23	0	29
pepP_locusTag_BN877_p0197	0	0	12	56	9	5	48	103	16	52
pfp_locusTag_BN877_I2186	5	19	207	350	340	39	406	978	176	538
pgi_locusTag_BN877_I0409	45	30	515	999	472	145	337	929	262	957
pgl_locusTag_BN877_I0574	8	5	322	646	122	42	227	400	76	492
pgm_locusTag_BN877_II1204	13	24	270	389	127	192	490	1050	263	811
pgsA_locusTag_BN877_I1118	13	3	109	277	118	23	204	433	152	388
phaAB_locusTag_BN877_I0489	32	43	436	982	382	50	702	1256	243	772
phaC_locusTag_BN877_I0488	0	0	21	37	3	0	0	21	0	53
phaD_locusTag_BN877_I0487	26	0	356	443	125	15	313	766	215	310
phaE_locusTag_BN877_I0486	0	13	28	54	2	0	41	31	27	58
phaF_locusTag_BN877_I0485	0	0	1	10	0	0	34	53	16	1
phaG_locusTag_BN877_I0484	8	0	51	48	24	2	59	227	37	88
phbA_locusTag_BN877_I2854	27	28	300	687	277	8	310	707	215	512
phbB_locusTag_BN877_I2855	6	0	189	592	69	34	196	410	77	259
phbC_locusTag_BN877_I1569	13	0	143	268	141	21	197	636	183	319
phbH_locusTag_BN877_II0207	0	0	2	49	2	0	0	7	0	31
phbH_locusTag_BN877_II0208	0	0	0	10	0	0	0	0	0	0
pheA_locusTag_BN877_I0095	17	9	131	461	49	12	198	376	77	213
pheS_locusTag_BN877_I0256	11	2	286	646	125	43	83	314	53	347
pheT_locusTag_BN877_I0257	39	28	923	2037	448	159	742	1428	305	1759
phhB_locusTag_BN877_I2761	10	8	45	62	65	9	109	175	32	176
phhB_locusTag_BN877_I2762	0	0	0	14	0	0	0	0	12	0
phnA_locusTag_BN877_I1295	2	0	143	125	47	4	89	167	35	96
phnC_locusTag_BN877_I0171	0	0	3	0	0	0	14	0	0	0
phnG_locusTag_BN877_I0178	23	22	125	350	107	10	37	74	22	104
phnL_locusTag_BN877_I0173	3	0	18	9	13	0	13	37	0	22
phnM_locusTag_BN877_I0166	0	9	109	429	108	11	141	442	168	250
phnM_locusTag_BN877_I0167	2	13	125	438	118	46	216	392	105	247
phnN_locusTag_BN877_I0165	8	0	35	46	52	3	58	41	18	13
phoB_locusTag_BN877_I0430	17	0	116	103	87	8	99	270	89	211
phoU_locusTag_BN877_I0429	0	9	26	111	68	15	105	339	50	101
pip1_locusTag_BN877_I0873	29	4	58	498	36	23	22	58	13	63
pip2_locusTag_BN877_I1056	8	8	105	104	37	8	62	223	62	52
pleD_locusTag_BN877_I1276	97	17	249	594	362	60	387	488	58	341
plsX_locusTag_BN877_I1172	29	16	723	2081	152	53	421	1694	349	961
plsY_locusTag_BN877_I1286	6	7	79	199	106	15	116	240	29	212
pmi_locusTag_BN877_II1535	3	8	184	206	162	19	139	383	35	221
pmtA_locusTag_BN877_I0299	24	13	250	339	89	22	249	698	220	447
pncA_locusTag_BN877_I2141	7	0	74	146	202	18	57	299	75	222
pncB_locusTag_BN877_I0208	13	19	228	640	395	23	338	805	275	553
pncC_locusTag_BN877_I1400	0	0	21	76	28	5	52	130	7	30
pnp_locusTag_BN877_I0078	87	81	4259	8105	1104	817	2440	4900	851	3604
pntA_locusTag_BN877_I2574	7	5	89	199	136	22	597	1319	197	289
pntB_locusTag_BN877_I2575	0	7	202	240	157	27	497	1165	170	499
polA_locusTag_BN877_I0108	20	5	431	882	382	90	764	1588	239	1094
polC_locusTag_BN877_p0058	0	0	0	0	0	0	0	0	0	0
polC_locusTag_BN877_p0059	0	0	0	21	0	0	0	0	0	0
polS_locusTag_BN877_II0150	0	0	3	22	0	0	0	0	0	26
potA_locusTag_BN877_II0825	0	0	17	57	0	9	23	13	10	32
potB_locusTag_BN877_II0826	0	0	20	11	0	10	0	0	0	0
potC_locusTag_BN877_II0827	0	2	0	5	0	16	0	0	0	0
potD_locusTag_BN877_II0824	7	1	63	56	44	5	32	4	2	0
potF1_locusTag_BN877_I0584	41	62	547	744	675	157	640	1834	391	821
potF2_locusTag_BN877_II0848	36	0	38	150	257	6	128	187	160	212
potG1_locusTag_BN877_I0585	13	15	60	186	118	20	299	597	126	335
potG2_locusTag_BN877_II0845	0	4	0	50	56	0	49	119	121	102
potH1_locusTag_BN877_I0586	0	0	86	214	42	34	99	195	48	278
potH2_locusTag_BN877_II0847	0	0	4	31	34	2	15	60	77	68
potI1_locusTag_BN877_I0587	2	0	41	78	28	17	108	244	85	198
potI2_locusTag_BN877_II0846	0	0	0	23	22	0	36	30	12	63
ppa_locusTag_BN877_I2745	16	32	738	2192	502	82	347	1061	286	708
ppdK_locusTag_BN877_I0781	73	59	519	1949	364	63	1235	2489	968	2053
ppdK_locusTag_BN877_I0782	16	0	162	165	166	4	80	184	52	135
ppiA_locusTag_BN877_I1642	4	19	254	726	99	14	113	339	141	262
ppiB_locusTag_BN877_I1641	25	8	627	2728	413	77	384	1047	345	1701
prfA_locusTag_BN877_II1304	27	5	117	978	164	48	210	837	171	663
prfA_locusTag_BN877_II1305	110	52	360	2917	496	54	2297	6344	1310	2954
prfB_locusTag_BN877_I1325	42	60	2249	6093	548	293	783	2445	513	1767
prfC_locusTag_BN877_I0315	8	20	787	1561	248	53	239	766	97	460
priA_locusTag_BN877_I2712	50	0	273	847	103	27	148	144	81	218
prmA_locusTag_BN877_I2147	3	2	209	668	299	39	801	1955	322	630
proA_locusTag_BN877_I2866	0	6	260	855	225	50	287	533	218	475
proB_locusTag_BN877_I2867	32	11	360	1264	174	84	239	511	70	396
proC_locusTag_BN877_I2280	1	4	50	311	112	30	229	472	52	260
proP_locusTag_BN877_II1395	0	0	5	80	19	0	17	40	0	62
proS_locusTag_BN877_I1268	4	12	596	1282	329	139	812	2102	543	1243
proV1_locusTag_BN877_I0879	0	0	109	255	0	41	53	37	29	125
proV2_locusTag_BN877_II1172	0	0	42	61	3	69	107	188	41	124
proW1_locusTag_BN877_I0880	0	2	72	304	3	40	0	8	23	41
proW2_locusTag_BN877_II1173	5	0	31	53	74	167	156	192	12	64
proX1_locusTag_BN877_I0881	0	0	458	953	24	218	50	148	45	228
proX2_locusTag_BN877_II1174	22	0	113	154	107	540	210	653	122	198
prs_locusTag_BN877_I2293	4	1	403	746	205	34	499	677	147	649
psd_locusTag_BN877_I1050	29	26	1332	2487	360	46	534	1028	186	681
psiB_locusTag_BN877_p0319	0	0	0	39	0	0	0	41	0	18
pssA_locusTag_BN877_I1049	22	16	582	955	223	43	218	377	89	335
pss_locusTag_BN877_I0098	0	30	164	800	108	37	273	365	57	214
pstB_locusTag_BN877_I0428	16	21	79	176	143	36	143	422	73	237
pth_locusTag_BN877_I2306	14	5	42	83	1	5	23	102	12	58
ptsH_locusTag_BN877_I0031	0	0	29	55	33	21	26	105	34	31
ptsN_locusTag_BN877_I0331	50	16	262	1516	362	101	649	1263	320	857
ptsP_locusTag_BN877_II1303	21	25	595	1130	439	63	964	2615	783	2065
punA_locusTag_BN877_I0129	0	0	52	83	29	19	34	61	30	63
purA_locusTag_BN877_I2525	43	30	1411	3577	1009	192	906	2606	402	1628
purB_locusTag_BN877_I1948	75	26	1111	2494	414	114	489	1023	291	906
purC1_locusTag_BN877_I1950	3	6	713	2112	229	60	626	1379	150	1108
purC2_locusTag_BN877_I2633	18	23	194	504	163	47	265	583	164	311
purD_locusTag_BN877_I0617	44	8	440	672	226	29	248	347	115	347
purE_locusTag_BN877_II0705	4	3	67	237	112	18	359	373	145	139
purF_locusTag_BN877_I1062	47	16	690	1449	655	93	770	2011	647	1462
purH_locusTag_BN877_I2911	16	15	605	1136	351	48	295	633	308	809
purK_locusTag_BN877_II0706	0	5	119	347	67	41	243	390	51	340
purL_locusTag_BN877_I1958	27	35	1046	1772	515	119	438	1295	258	1164
purM_locusTag_BN877_I1131	16	19	407	882	235	8	227	581	117	483
purN_locusTag_BN877_I1130	1	0	63	191	23	4	19	160	17	157
purQ_locusTag_BN877_I1952	11	1	385	587	117	20	263	318	78	336
purS_locusTag_BN877_I1951	8	4	172	498	68	42	55	64	52	19
purU1_locusTag_BN877_I2542	13	0	88	772	24	35	109	292	30	150
purU2_locusTag_BN877_II0397	0	0	9	46	0	26	21	0	0	9
purU3_locusTag_BN877_p0372	0	0	13	26	3	0	11	95	20	47
purU3_locusTag_BN877_p0373	5	0	11	78	2	0	0	144	36	43
putA_locusTag_BN877_II1288	28	9	104	565	185	656	365	731	683	1133
putR_locusTag_BN877_II1289	5	27	171	400	121	11	115	276	67	327
puuB_locusTag_BN877_I0190	0	0	83	254	221	31	197	473	154	245
puuB_locusTag_BN877_I0191	3	5	136	472	39	1	111	325	64	316
pyc_locusTag_BN877_I2811	146	24	794	1318	931	205	1477	3380	809	2744
pyk_locusTag_BN877_II0714	6	57	600	1463	387	112	885	1627	458	1051
pyrB_locusTag_BN877_I1288	0	0	117	185	75	14	163	175	30	196
pyrC1_locusTag_BN877_I0403	19	0	148	477	153	43	268	697	69	119
pyrC2_locusTag_BN877_I1287	6	7	97	203	79	1	66	138	52	175
pyrD_locusTag_BN877_I0464	17	3	276	573	219	29	189	454	122	227
pyrE_locusTag_BN877_I0404	11	18	51	110	105	13	84	262	45	41
pyrF_locusTag_BN877_I0297	0	0	129	405	97	51	95	167	28	122
pyrG_locusTag_BN877_I1587	83	60	1262	3990	542	212	1367	2342	484	1738
pyrH_locusTag_BN877_I1362	21	15	406	924	184	80	240	824	81	375
qacE_locusTag_BN877_I2404	0	4	46	470	18	0	48	59	129	269
queA_locusTag_BN877_I1640	0	11	100	251	16	27	57	129	40	143
queC_locusTag_BN877_II1490	0	21	53	203	16	39	31	153	9	109
queD_locusTag_BN877_II1491	0	0	0	59	9	6	33	3	0	0
queE_locusTag_BN877_II1492	0	7	43	256	19	10	0	0	31	54
queF_locusTag_BN877_I2356	0	0	70	397	44	21	120	96	36	153
qumA_locusTag_BN877_II1480	23	10	190	333	272	28	683	1556	204	640
radA_locusTag_BN877_I1064	35	26	196	1103	110	74	271	407	215	234
radC_locusTag_BN877_I1572	1	2	39	129	35	0	71	98	36	102
rarA_locusTag_BN877_I2012	7	0	107	262	83	49	91	482	97	277
rarA_locusTag_BN877_I2013	47	15	391	885	467	68	504	869	357	902
rbfA_locusTag_BN877_I0081	11	6	101	454	51	23	95	445	88	345
rbsA1_locusTag_BN877_I2907	0	1	0	98	14	7	46	22	23	61
rbsA2_locusTag_BN877_II1390	0	0	0	45	0	0	5	89	63	55
rbsB1_locusTag_BN877_I2905	0	0	12	67	7	0	0	40	6	56
rbsB2_locusTag_BN877_II1389	0	0	39	52	50	5	84	57	0	28
rbsC1_locusTag_BN877_I2906	0	0	0	44	7	2	11	7	6	18
rbsC2_locusTag_BN877_II1391	0	0	7	27	8	4	29	65	15	47
rbtD_locusTag_BN877_II1392	9	0	28	103	27	8	32	82	16	33
rcp_locusTag_BN877_II0782	0	1	34	86	11	6	33	105	0	51
rcp_locusTag_BN877_II0783	2	13	256	1057	168	90	464	758	201	443
recA_locusTag_BN877_I1983	303	131	4878	12527	2828	766	1405	3021	2658	6935
recF_locusTag_BN877_I0070	3	7	245	710	197	77	40	167	88	184
recG_locusTag_BN877_I1746	1	11	105	273	53	21	112	192	28	187
recN_locusTag_BN877_I2159	0	3	315	758	88	74	342	676	173	323
recQ_locusTag_BN877_I0059	0	6	319	4055	81	68	233	439	113	480
recR_locusTag_BN877_I0089	0	0	75	296	21	23	40	178	47	68
recX_locusTag_BN877_II1155	1	4	32	120	75	19	34	184	30	306
regR_locusTag_BN877_I0053	19	36	242	576	285	36	324	642	140	418
regS_locusTag_BN877_I0054	0	4	54	244	41	2	79	162	22	112
relA_locusTag_BN877_I1016	43	13	404	1326	201	79	419	764	258	781
relB_locusTag_BN877_p0668	5	13	327	1499	227	20	81	171	112	251
relE_locusTag_BN877_p0667	18	19	198	1059	155	37	88	339	176	116
repA1_locusTag_BN877_II0976	0	0	241	333	95	54	114	330	58	193
repA2_locusTag_BN877_p0001	5	0	147	306	97	22	203	569	23	226
repB1_locusTag_BN877_II0977	12	13	215	462	173	43	189	320	100	276
repB2_locusTag_BN877_p0002	0	0	155	251	76	35	119	537	34	286
repC1_locusTag_BN877_II0978	0	0	33	66	27	0	82	189	0	22
repC2_locusTag_BN877_p0003	0	0	24	100	34	22	98	261	18	176
rfbA_locusTag_BN877_II1692	7	16	247	467	36	63	223	497	124	465
rfbB_locusTag_BN877_II1694	20	16	431	953	173	78	194	553	122	707
rfbC_locusTag_BN877_II1695	21	31	379	817	315	85	309	553	71	490
rfbD_locusTag_BN877_II1693	23	7	176	392	81	61	142	309	123	458
rhaK_locusTag_BN877_II0509	0	0	10	41	0	0	4	20	0	24
rhaM_locusTag_BN877_II0508	0	0	0	13	0	0	0	0	0	0
rhaP_locusTag_BN877_II0506	0	0	0	5	5	0	0	13	0	0
rhaQ_locusTag_BN877_II0507	0	0	0	45	0	0	25	6	0	12
rhaR_locusTag_BN877_II0503	1	0	50	115	28	0	42	95	17	102
rhaS_locusTag_BN877_II0504	4	0	11	88	0	15	43	59	0	44
rhaT_locusTag_BN877_II0505	0	44	28	81	13	29	99	233	40	187
rhlE_locusTag_BN877_I2420	87	58	5467	13270	791	720	3079	5381	769	2877
rho_locusTag_BN877_I2922	121	51	2250	6230	915	300	1506	3523	774	2398
ribA_locusTag_BN877_I0728	9	13	125	559	165	24	212	499	107	425
ribB_locusTag_BN877_I2005	3	0	175	745	92	20	118	206	84	334
ribC_locusTag_BN877_I1163	26	13	276	888	234	48	162	437	174	276
ribD_locusTag_BN877_I1162	0	12	182	380	76	58	178	324	42	232
ribF_locusTag_BN877_I0660	0	0	148	301	154	22	106	334	50	394
ribH_locusTag_BN877_I1165	0	13	243	313	37	0	86	234	69	169
rimM_locusTag_BN877_I2787	11	12	143	432	169	18	151	290	27	264
rimP_locusTag_BN877_I0086	55	33	1105	6643	650	78	833	1595	497	1739
rkpK_locusTag_BN877_II1280	7	7	130	224	188	13	398	921	272	478
rluA_locusTag_BN877_II1169	0	0	66	218	19	14	10	94	8	50
rluD_locusTag_BN877_I2521	0	0	201	523	184	32	136	626	82	388
rmrA_locusTag_BN877_II0272	74	16	469	5686	295	249	349	612	269	774
rmrB_locusTag_BN877_II0271	11	14	110	897	61	21	49	53	15	160
rmrR_locusTag_BN877_II0273	40	12	234	3083	114	89	121	173	87	311
rnc_locusTag_BN877_I1022	15	8	60	1162	64	6	44	114	0	134
rnd_locusTag_BN877_I1143	30	8	220	524	105	7	160	406	53	280
rnhA_locusTag_BN877_I0754	0	0	10	51	11	5	0	41	0	24
rnhA_locusTag_BN877_I0755	0	0	0	0	0	0	0	0	0	0
rnhB_locusTag_BN877_I0697	848	1	335	1872	1006	142	402	638	1192	4488
rnpA_locusTag_BN877_I0386	29	79	2268	8590	2013	131	1247	3242	696	3202
rnpA_locusTag_BN877_I0387	0	3	0	0	20	0	17	113	0	49
rnr_locusTag_BN877_I1282	124	63	1373	1985	1461	107	389	659	309	851
ropA1_locusTag_BN877_I1007	3394	1811	59403	131291	36503	9922	26405	53649	13409	47425
ropA2_locusTag_BN877_I1008	2172	687	16140	40516	13108	2407	13831	29531	4830	19908
ropA3_locusTag_BN877_II1788	12	14	31	398	24	27	33	19	6	59
ropB_locusTag_BN877_I1121	2832	1111	16971	78606	7298	3300	11029	20162	9230	17796
rph_locusTag_BN877_I0328	0	0	254	397	116	21	134	274	88	158
rpiA_locusTag_BN877_I1580	15	10	673	2317	361	106	624	1246	257	581
rplA_locusTag_BN877_I2062	76	90	4996	22353	1119	501	1253	3081	1108	3613
rplB_locusTag_BN877_I2044	63	37	5594	15679	1060	818	1069	2588	1130	4560
rplC_locusTag_BN877_I2047	24	116	5158	16405	1014	714	2476	6054	987	4299
rplD_locusTag_BN877_I2046	69	68	4093	9735	861	414	974	1832	554	2070
rplE_locusTag_BN877_I2034	47	33	2515	6804	642	235	522	1532	362	1029
rplF_locusTag_BN877_I2031	46	48	4961	10885	1080	447	506	1240	458	2572
rplJ_locusTag_BN877_I2061	58	107	8952	46626	2297	1308	2043	4950	2895	12204
rplK_locusTag_BN877_I2063	92	98	4000	21521	1995	433	1640	4678	1138	3880
rplL_locusTag_BN877_I2060	71	196	7170	26484	2515	733	1410	2929	2508	11045
rplM_locusTag_BN877_I1231	84	58	3734	13806	629	361	407	994	544	2488
rplN_locusTag_BN877_I2036	75	63	2901	7796	781	230	2564	5041	668	3299
rplO_locusTag_BN877_I2027	33	8	3493	6483	601	235	325	928	752	2344
rplP_locusTag_BN877_I2039	35	18	1341	4448	309	150	252	698	295	1623
rplQ_locusTag_BN877_I2020	120	58	3057	12240	820	335	545	1274	713	3728
rplR_locusTag_BN877_I2030	62	68	2883	6839	743	303	332	743	421	2124
rplS_locusTag_BN877_I2790	120	86	4840	11848	874	271	1235	2129	956	2780
rplT_locusTag_BN877_I0254	70	76	5903	16089	1258	297	1045	1833	832	3835
rplU_locusTag_BN877_I2873	346	152	7963	30289	2050	624	2126	4924	1110	5007
rplV_locusTag_BN877_I2042	0	5	585	1731	81	29	96	170	25	711
rplW_locusTag_BN877_I2045	1	17	897	1625	111	101	176	291	139	434
rplX_locusTag_BN877_I2035	15	8	1148	3331	219	52	191	301	95	462
rplY_locusTag_BN877_I2303	103	41	5121	19589	1137	377	1021	2287	1163	4040
rpmA_locusTag_BN877_I2871	285	129	7537	20485	2648	730	1901	2610	4918	8381
rpmB_locusTag_BN877_II0623	161	108	8875	17548	2511	236	2373	3548	1828	5567
rpmC_locusTag_BN877_I2038	37	104	2294	8244	630	203	452	1286	761	3970
rpmD_locusTag_BN877_I2028	6	5	291	1052	82	13	2	29	20	53
rpmF_locusTag_BN877_I0110	18	10	949	2079	297	45	120	480	104	270
rpmG_locusTag_BN877_I1278	32	13	1395	4566	665	86	623	1176	694	1587
rpmI_locusTag_BN877_I0253	67	90	3068	13069	1118	225	1300	1986	786	2244
rpmJ_locusTag_BN877_II0708	15	42	1124	4450	411	95	1768	3321	751	2323
rpoA_locusTag_BN877_I2021	169	88	6141	21103	1252	1046	2022	5012	1245	6723
rpoB_locusTag_BN877_I2059	240	172	10878	26574	2861	1507	3367	7900	2802	11803
rpoC_locusTag_BN877_I2057	252	175	8988	17521	1917	1125	7032	14725	4831	14715
rpoD_locusTag_BN877_I2236	230	138	4931	17177	2481	493	2212	6405	1266	4188
rpoH_locusTag_BN877_I2523	555	317	3555	9046	3635	436	1153	2771	1745	3399
rpoN_locusTag_BN877_I0333	4	15	194	618	250	54	582	745	164	803
rpoZ_locusTag_BN877_I1015	134	77	3071	4614	1323	211	3492	6659	571	2844
rpsA_locusTag_BN877_II1233	162	119	11490	38558	4272	1502	4459	9308	1849	9748
rpsB_locusTag_BN877_I1359	83	28	7128	23433	1562	474	1111	2671	1237	5791
rpsC_locusTag_BN877_I2041	115	52	3257	14512	940	593	823	1720	724	3854
rpsD_locusTag_BN877_I1968	74	131	7763	30242	1284	381	1849	3607	1041	4507
rpsE_locusTag_BN877_I2029	146	110	4774	15773	1220	607	611	2543	903	3002
rpsG_locusTag_BN877_I2052	73	62	3043	8618	606	241	1053	2267	412	2106
rpsH_locusTag_BN877_I2032	76	61	3445	9438	449	305	322	650	237	1446
rpsI_locusTag_BN877_I1230	41	78	4252	10687	789	596	316	565	563	2563
rpsJ_locusTag_BN877_I2049	64	61	3620	12978	867	372	2126	4406	599	2928
rpsK_locusTag_BN877_I2022	19	37	1040	4380	215	143	487	720	270	1401
rpsK_locusTag_BN877_I2023	0	0	6	56	11	2	0	12	0	6
rpsL_locusTag_BN877_I2053	93	109	3836	10790	715	309	1682	4790	664	3019
rpsM_locusTag_BN877_I2024	54	25	1719	4221	749	70	947	2359	404	1320
rpsN_locusTag_BN877_I2033	90	60	2338	7492	538	188	318	342	155	874
rpsO_locusTag_BN877_I0079	235	133	4453	25267	2112	452	2368	5215	1144	6228
rpsP_locusTag_BN877_I2786	22	44	1456	8144	322	106	201	561	840	2751
rpsR_locusTag_BN877_I1078	42	11	604	3789	174	296	88	248	134	274
rpsS_locusTag_BN877_I2043	15	5	327	1067	98	91	109	52	21	288
rpsT_locusTag_BN877_I0323	110	20	2597	14963	1951	198	2960	5214	1051	4513
rpsU1_locusTag_BN877_II0104	8	15	84	1240	198	91	420	832	186	591
rpsU2_locusTag_BN877_II1193	2	13	512	956	273	39	654	687	132	368
rpsU2_locusTag_BN877_II1194	0	0	0	4	0	0	0	0	0	0
rsmJ_locusTag_BN877_II1168	0	0	10	65	10	0	27	122	0	64
rutA_locusTag_BN877_I2581	88	23	2503	906	583	215	154	520	141	296
rutA_locusTag_BN877_I2582	0	0	18	0	0	0	25	24	0	0
rutB_locusTag_BN877_I2580	30	29	1380	503	231	136	81	390	81	89
rutC_locusTag_BN877_I2579	11	4	576	189	58	40	34	101	35	57
rutD_locusTag_BN877_I2578	23	2	1095	323	85	117	156	204	60	132
rutE_locusTag_BN877_I2577	0	5	511	222	54	16	0	131	0	103
rutF_locusTag_BN877_I2576	17	10	438	303	106	32	99	288	32	147
rutG_locusTag_BN877_II0048	5	0	186	298	138	27	24	214	62	256
rutR_locusTag_BN877_I2461	1	27	155	220	215	15	163	412	61	225
ruvA_locusTag_BN877_II0672	17	25	195	682	180	58	202	635	214	620
ruvB_locusTag_BN877_II0671	31	0	184	410	59	29	159	469	104	188
ruvC_locusTag_BN877_II0673	22	50	572	1313	482	118	276	521	353	1137
sbmA_locusTag_BN877_I2388	96	51	164	470	501	61	279	635	143	764
sbp1_locusTag_BN877_I0800	22	5	71	720	189	66	245	930	167	921
sbp2_locusTag_BN877_II0520	16	0	48	1500	29	66	438	812	333	1259
scoA_locusTag_BN877_II0204	0	5	0	80	38	9	94	67	0	69
scoB_locusTag_BN877_II0203	0	0	0	3	8	0	58	48	2	19
scrk_locusTag_BN877_I0405	14	13	372	596	294	53	351	723	253	435
sdaA_locusTag_BN877_I1722	15	9	232	2018	319	197	269	1094	282	606
sdhA_locusTag_BN877_I2728	11	5	803	1105	284	72	300	748	334	1156
sdhB_locusTag_BN877_I2727	0	19	269	739	104	93	102	579	203	708
sdhC_locusTag_BN877_I2730	4	18	172	339	199	16	96	259	99	297
sdhD_locusTag_BN877_I2729	14	0	126	283	102	33	67	124	41	182
secA_locusTag_BN877_II0536	105	77	4330	6615	1691	217	1077	2799	913	3755
secB_locusTag_BN877_I0007	38	19	451	1538	230	78	419	983	210	545
secE_locusTag_BN877_I2065	0	3	264	904	178	21	234	600	130	265
secY_locusTag_BN877_I2026	68	50	1718	4693	797	291	1155	2130	639	2221
serA_locusTag_BN877_II0653	354	149	430	1381	4319	112	826	2779	429	1047
serB_locusTag_BN877_I2116	0	0	132	406	84	10	66	240	53	139
serB_locusTag_BN877_I2117	0	0	71	81	18	0	10	34	24	46
serC_locusTag_BN877_II0654	240	68	1227	2821	2292	249	319	1321	425	1373
serS_locusTag_BN877_I1663	16	10	485	810	304	75	211	850	156	773
sfsA_locusTag_BN877_I1570	0	0	14	77	6	1	64	94	52	56
slyX_locusTag_BN877_I0116	0	0	22	33	39	5	67	91	8	43
smpB_locusTag_BN877_I1012	4	12	919	2300	403	86	185	538	198	388
sodB1_locusTag_BN877_I0861	74	15	776	1987	820	106	437	941	617	2179
sodB2_locusTag_BN877_II1666	2	9	42	101	21	32	54	111	39	55
sodB3_locusTag_BN877_II1885	15	16	270	1293	23	24	214	588	165	373
soxA1_locusTag_BN877_II0399	0	0	47	113	35	275	16	45	9	28
soxA2_locusTag_BN877_II1199	0	0	53	154	97	194	179	414	59	238
soxB1_locusTag_BN877_II0401	0	0	7	59	0	40	0	19	3	0
soxB2_locusTag_BN877_II1196	0	10	83	126	69	80	75	234	151	331
soxB2_locusTag_BN877_II1197	0	0	0	10	10	23	8	1	0	0
soxD1_locusTag_BN877_II0400	0	0	8	0	0	12	0	0	0	0
soxD2_locusTag_BN877_II1198	0	0	19	0	14	17	0	15	0	0
soxG1_locusTag_BN877_II0398	0	0	0	0	0	4	11	9	0	3
soxG2_locusTag_BN877_II1200	0	0	14	60	6	35	0	100	13	17
soxG2_locusTag_BN877_II1201	0	3	44	53	48	4	23	105	36	49
soxR_locusTag_BN877_II0984	0	0	0	23	3	1	43	60	19	60
speB_locusTag_BN877_I1229	3	4	119	193	68	5	105	198	50	99
ssb_locusTag_BN877_I1431	52	33	1037	2532	692	110	345	779	277	914
ssuB_locusTag_BN877_I1034	0	3	260	108	66	35	7	26	17	94
ssuB_locusTag_BN877_I1035	0	0	173	96	12	36	15	0	15	32
ssuD1_locusTag_BN877_II0442	2	0	21	408	12	26	180	651	271	558
ssuD2_locusTag_BN877_II1585	1	9	43	456	52	3	59	144	16	98
ssuD2_locusTag_BN877_II1586	0	3	31	369	54	11	87	171	56	100
stcD_locusTag_BN877_I2613	0	0	22	64	10	0	25	37	59	113
sthA_locusTag_BN877_I1620	17	6	203	359	120	26	33	183	138	463
stp_locusTag_BN877_I2763	0	0	2	13	0	0	9	9	1	18
stp_locusTag_BN877_I2764	61	31	165	253	733	97	747	1452	676	1357
sucA_locusTag_BN877_I2721	59	21	2234	2775	707	539	859	3074	698	2820
sucB_locusTag_BN877_I2720	65	24	1239	1623	294	202	578	1506	444	1955
sucC_locusTag_BN877_I2723	4	13	863	1321	119	197	417	1074	342	1294
sucD_locusTag_BN877_I2722	10	0	923	1101	133	264	403	998	281	1214
sufA_locusTag_BN877_I1928	8	10	444	1221	345	13	42	370	105	452
sufB_locusTag_BN877_I1932	38	29	1634	4610	410	125	240	1399	506	1752
